tieu_de,gia_ban,don_gia,dien_tich,dia_chi,mo_ta,dien_thoai,loai_hinh,dien_tich_dat,dien_tich_su_dung,gia_m2,giay_to_phap_ly,so_phong_ngu,so_phong_ve_sinh,tong_so_tang,tinh_trang_noi_that,huong_cua_chinh,dac_diem,chieu_ngang,chieu_dai,ma_can,ten_phan_khu_lo,bieu_do_gia
"Bán nhà 1 sẹc Bùi Quang Là , Gò Vấp, 44m2, 2 tầng, chỉ 4 tỷ ++",4 tỷ,"90,91 triệu/m²",44 m²,"Đường Bùi Quang Là, Phường 12, Quận Gò Vấp, Tp Hồ Chí Minh (Phường An Hội Tây, TP Hồ Chí Minh mới)","Bán nhà đẹp 1 sẹc Bùi Quang Là, P.12 Gò Vấp – 44m², 2 tầng, chỉ 4 tỷ ++

* Diện tích: 44m² – sổ hồng riêng, công nhận đủ, hoàn công đầy đủ.

* Kết cấu: 1 trệt 1 lầu kiên cố, gồm:
– 2 phòng ngủ
– 2 toilet
– Phòng khách, bếp, sân để xe tiện lợi.

* Vị trí: Hẻm xe hơi tránh nhau, chỉ cách mặt tiền 40m – thuận tiện ở hoặc kinh doanh nhỏ.

* Tiện ích xung quanh:
– Sát chợ Phạm Văn Bạch
– Gần trường học, siêu thị, ngân hàng
– Khu dân trí cao, an ninh đảm bảo.

* Kết nối giao thông:
– Dễ dàng đi các tuyến: Phan Huy Ích, Quang Trung, Trường Chinh, Nguyễn Văn Quá, Phạm Văn Chiêu
– Thuận tiện di chuyển qua các quận: Tân Bình, Quận 12, Phú Nhuận, Bình Thạnh, Thủ Đức.

* Pháp lý: Sổ hồng riêng – sang tên công chứng ngay.

* Giá bán: chỉ hơn 4 tỷ (còn thương lượng chính chủ).
📞 Liên hệ ngay: Trang – để xem nhà thực tế. TSFC56C",093111 ***,"Nhà ngõ, hẻm",44 m²,,"90,91 triệu/m²",Đã có sổ,3 phòng,,2,Nội thất cao cấp,,Hẻm xe hơi,,,,,"[116.48, 116.16, 116.16, 105.1, 111.99, 95.45, 95.45, 102.3, 102.3, 105.8, 105.8, 139.84, 128.33]"
"BÁN NHAC HẺM Ô TÔ 6M, 80M2, 2 TẦNG GẦN EMART GÒ VẤP, 6 TỶ 3","6,3 tỷ","78,75 triệu/m²",80 m²,"Đường Bùi Quang Là, Phường 12, Quận Gò Vấp, Tp Hồ Chí Minh (Phường An Hội Tây, TP Hồ Chí Minh mới)","Bán nhà hẻm xe hơi Bùi Quang Là, An Hội Tây (P12 cũ) Gò Vấp – gần Emart Phan Huy Ích – giá 6 tỷ 3

Vị trí: Đường Bùi Quang Là, phường An Hội Tây, quận Gò Vấp. Hẻm xe hơi 6m thông thoáng, khu dân cư an ninh, yên tĩnh.

Diện tích: 4m × 20m, vuông vức.
Kết cấu: 1 trệt 1 lầu, nhà ở ổn định, dọn vào ở ngay.

Khai thác cho thuê:
– Hiện cho thuê khoảng 8 triệu/tháng
– Phù hợp mua ở kết hợp giữ tài sản, cho thuê lâu dài

Ưu điểm nổi bật:
– Hẻm xe hơi 6m thông, ô tô ra vào thuận tiện
– Diện tích dài 20m, dễ cải tạo, nâng tầng
– Khu ở yên tĩnh, dân trí cao

Tiện ích – kết nối giao thông:
Gần Emart Phan Huy Ích, chợ, trường học, siêu thị.
Kết nối nhanh: Phan Huy Ích – Quang Trung – Trường Chinh – Tân Sơn – Cộng Hòa,..
Thuận tiện di chuyển Tân Bình, Tân Phú, Phú Nhuận, Bình Thạnh, Quận 12,…

Pháp lý: Sổ hồng riêng, công chứng nhanh.

Giá bán: 6 tỷ 3 (bớt lộc).

Liên hệ: Trang – để xem nhà thực tế.",,"Nhà ngõ, hẻm",80 m²,,"78,75 triệu/m²",Đã có sổ,2 phòng,1 phòng,2,,,Hẻm xe hơi,4 m,20 m,,,"[116.48, 116.16, 116.16, 105.1, 111.99, 95.45, 95.45, 102.3, 102.3, 105.8, 105.8, 139.84, 128.33]"
"Bán nhà đẹp Phan Huy Ích, ngang 6,8m 4PN, Hẻm xe tải, giá 7 tỷ xíu",7 tỷ,"159,09 triệu/m²",44 m²,"Đường Phan Huy Ích, Phường 14, Quận Gò Vấp, Tp Hồ Chí Minh (Phường An Hội Tây, TP Hồ Chí Minh mới)","Bán nhà đẹp Phan Huy Ích, An Hội Tây, 4PN, Hẻm xe tải, giá 7 tỷ xíu

📍 Vị trí: Mặt hẻm xe tải 1 trục Phan Huy Ích, P.14 (An Hội Tây), Gò Vấp. Cách Emart chỉ 200m, 10 phút tới sân bay T3, xung quanh đầy đủ tiện ích: chợ, trường học, siêu thị, công viên.

📐 Diện tích: Ngang 6.8m – vuông vức, phong thủy đẹp.
🏗 Kết cấu: 1 trệt + lửng + 2 lầu + sân thượng, gồm 4 phòng ngủ, 4WC, phòng khách, bếp rộng, ô tô ngủ trong nhà.
🧱 Nhà kiên cố, thiết kế hợp lý, ánh sáng tự nhiên, vào ở ngay.

🚦 Kết nối giao thông thuận tiện:
– 5 tuyến đường chính: Phan Huy Ích, Trường Chinh, Quang Trung, Nguyễn Oanh, Lê Đức Thọ.
– Gần 5 quận: Tân Bình, Quận 12, Phú Nhuận, Bình Thạnh, TP. Thủ Đức.

📜 Pháp lý: Sổ hồng riêng, hoàn công đủ, hướng Tây Bắc.
💰 Giá bán: 7 tỷ xíu (thương lượng chính chủ).

📞 Liên hệ Trang – để xem nhà ngay hôm nay. T33Oc3ECTAC

💼 Phù hợp: Mua để ở, mở văn phòng, kinh doanh online hoặc cho thuê giữ dòng tiền.",0931117660,"Nhà ngõ, hẻm",44 m²,,"159,09 triệu/m²",Đã có sổ,4 phòng,,6,Nội thất cao cấp,,Hẻm xe hơi,6.8 m,,,,"[105.71, 108.33, 105.8, 104, 104, 107.82, 114.29, 114.29, 120.59, 122.49, 122.49, 122.49, 122.49]"
"Bán nhà Gò Vấp, 63m2, xe hơi đỗ cửa, ngay Làng Hoa, 4 tầng, 7 tỷ +",7 tỷ,"111,11 triệu/m²",63 m²,"Đường Phạm Văn Chiêu, Phường 9, Quận Gò Vấp, Tp Hồ Chí Minh (Phường Thông Tây Hội, TP Hồ Chí Minh mới)","Bán nhà trung tâm Gò Vấp – ngay công viên Làng Hoa – 4 tầng, 63m² nở hậu – xe hơi đỗ cửa – chỉ 7 tỷ nhỉnh

📐 Diện tích: 4 x 17m (CN 63,4m², vuông vức, không lộ giới)
🏗 Kết cấu: 1 trệt 3 lầu + sân thượng trước sau – gồm 4 phòng ngủ lớn (có WC riêng), phòng khách, bếp, phòng thờ, phòng giặt & sân phơi
🛋 Full nội thất cao cấp, vào ở ngay không cần sắm sửa
🚘 Hẻm 4m xe hơi đỗ cửa, khu dân trí cao, hướng Đông Nam thoáng mát

📍 Vị trí đắc địa: ngay công viên Làng Hoa, gần chợ Hạnh Thông Tây, trường học, siêu thị Emart và nhiều tiện ích khác
🚦 Kết nối nhanh 5 tuyến đường: Quang Trung, Thống Nhất, Lê Văn Thọ, Phạm Văn Chiêu, Cây Trâm
➡️ Thuận tiện di chuyển sang 5 quận lân cận: Tân Bình, Bình Thạnh, Quận 12, Phú Nhuận, Thủ Đức

📜 Pháp lý: Sổ hồng riêng, hoàn công đầy đủ, công chứng nhanh
💰 Giá bán: 7 tỷ nhỉnh (thương lượng chính chủ)
📞 Liên hệ: Trang – để xem nhà thực tế
TOOFCFECTZC",0931117660,"Nhà ngõ, hẻm",63 m²,,"111,11 triệu/m²",Đã có sổ,4 phòng,,4,Nội thất cao cấp,,Hẻm xe hơi,4 m,17 m,,,"[101.79, 103.76, 114.51, 114.51, 111.06, 114.1, 114, 114, 126.93, 127.78]"
"Nhà Đẹp chỉ 6,65 Tỷ 87m2 , Đường Lê Đức Thọ (2) , P.16, Gò Vấp","6,65 tỷ","76,44 triệu/m²",87 m²,"Đường Lê Đức Thọ, Phường 16, Quận Gò Vấp, Tp Hồ Chí Minh (Phường An Hội Đông, TP Hồ Chí Minh mới)","— DT : 87m2 , NGANG 3,8 
— Kết cấu: 3 tầng (4PN, 5wc), sân thượng 
— Pháp lý: Sổ hồng riêng , hoàn công đủ , chuẩn công chứng ngay
— Khu dân cư an ninh, khu vực full tiện ích.
— HXH",076939 ***,"Nhà ngõ, hẻm",87 m²,,"76,44 triệu/m²",Đã có sổ,4 phòng,5 phòng,3,Nội thất đầy đủ,Tây Nam,Hẻm xe hơi,3.8 m,23 m,,,"[114.86, 118.47, 118.47, 105.43, 105.43, 114.67, 114.67, 115.81, 115.31, 115.31, 100, 103.44, 103.44]"
BÁN NHÀ ĐẸP GẦN MẶT TIỀN PHẠM VĂN CHIÊU- 42M2 – 2 TẦNG 2PN –CHỈ 3 TỶ55,"3,55 tỷ","84,52 triệu/m²",42 m²,"Đường Phạm Văn Chiêu, Phường 14, Quận Gò Vấp, Tp Hồ Chí Minh (Phường An Hội Tây, TP Hồ Chí Minh mới)","🏡 NHÀ ĐẸP GẦN MẶT TIỀN PHẠM VĂN CHIÊU – 2 TẦNG - 2PN – CHỈ 3 TỶ 55 💎
✨ DT : 3.5x12 nhà vuông vức, kiên cố, công năng đầy đủ
🚗 Hẻm sạch, yên tĩnh, gần Công viên Làng Hoa, chợ, trường học
📜 Sổ hồng riêng, sang tên ngay",090920 ***,"Nhà ngõ, hẻm",42 m²,80 m²,"84,52 triệu/m²",Đã có sổ,2 phòng,2 phòng,2,Nội thất đầy đủ,,Nhà nở hậu,3.5 m,12 m,,,"[105.71, 108.33, 105.8, 104, 104, 107.82, 114.29, 114.29, 120.59, 122.49, 122.49, 122.49, 122.49]"
nhà cấp 4 phường 14 gò vấp dt: 21m2,"4,4 tỷ","209,52 triệu/m²",21 m²,"Đường Quang Trung, Phường 14, Quận Gò Vấp, Tp Hồ Chí Minh (Phường An Hội Tây, TP Hồ Chí Minh mới)","Nhà chính chủ gủi cần bán gấp thuộc phường 14 gò vấp 
DT: 4,3 x 5m công nhận 21m2 nhà cấp 4 tiện xây mới 
Vị trí: nằm mặt tiền kênh đường 20m Sát bên siêu thị emart 2. 
Nhà đã xin Giấy phép xây dựng: 1 trệt, 1 lửng, 2 lầu, sân thượng. 
 Đang cho thuê 5,5 triệu/ tháng
- Giá: 4ty400tr LH: *** Trang",,"Nhà mặt phố, mặt tiền",21 m²,21 m²,"209,52 triệu/m²",Đã có sổ,1 phòng,,,,,,4.3 m,5 m,,,"[115.92, 162.64, 133.43, 133.43, 142.5, 142.5, 142.5]"
Siêu phẩm - Nhà đẹp 5 Tầng- 5PN- 5WC. Phạm Văn Chiêu Gò Vấp,"10,5 tỷ","156,72 triệu/m²",67 m²,"Đường Phạm Văn Chiêu, Phường 15, Quận Gò Vấp, Tp Hồ Chí Minh (Phường An Hội Đông, TP Hồ Chí Minh mới)","💥💥💥Chỉ với 10 tỷ 500tr Cô Chú Anh Chị sẽ có ngay căn nhà trong khu víp
👉 5 tầng- 5pn-6wc 
👉 240/./. Phạm Văn Chiêu 
👉 Nhà 4x17m. Nằm trong Khu vực dân trí cao, toàn nhà đẹp. Hiếm nhà bán Hẻm trước nhà 7m phân lô đồng bộ, hẻm sau 5m 
👉 Thiết kế: 1 trệt 1 lửng 3 lầu: 5 phòng ngủ, 6 vs 1 phòng khách 1 phòng bếp, 1 phòng thờ sân phơi
👉 Nội thất siêu đẹp, tặng lại toàn bộ

📞Call/Zalo: *** Hưng Nhà Phố #hungnhapho #nhaphosaigon #nhaphogovap #nhadep",083323 ***,"Nhà ngõ, hẻm",67 m²,67 m²,"156,72 triệu/m²",Đã có sổ,5 phòng,6 phòng,5,Nội thất đầy đủ,,Hẻm xe hơi,4 m,17 m,,,"[94.44, 110.71, 92.5, 95.98, 111.32, 111.32, 100, 111.4, 107.9, 108.84, 108.84, 108.84, 108.84]"
"Nhà Nhỏ 3 Tầng 2 PN Ngay Siêu Thị Emart, Chợ Gò Vấp","2,399 tỷ","126,26 triệu/m²",19 m²,"Đường Lương Ngọc Quyến, Phường 4, Quận Gò Vấp, Tp Hồ Chí Minh (Phường Hạnh Thông, TP Hồ Chí Minh mới)","Nhà Nhỏ 3 Tầng 2 PN Ngay Siêu Thị Emart, Chợ Gò Vấp 
- Kết cấu Hầm, trệt, lầu, 2 PN 2 VS ban công 
- Hẻm thông Nguyễn Văn Nghi, gần Chợ Gò Vấp, ĐH CN TPHCM, ST Emart, ĐH Văn Lang 
- Phù hợp ở hoặc cho thuê 
- Sổ vuông, chính chủ gửi",,"Nhà ngõ, hẻm",19 m²,38 m²,"126,26 triệu/m²",Đã có sổ,2 phòng,2 phòng,3,Nội thất đầy đủ,,,4 m,4.5 m,,,"[112.89, 125, 113.64, 113.64, 105.69, 91.73, 114.56, 124.24, 124.44, 113.68, 113.68, 113.68, 113.68]"
"Bán nhà mặt tiền Lương Ngọc Quyến, 22.5m2, 2Tầng, 2 PN, kế Emart, TL","2,399 tỷ","106,67 triệu/m²",22.5 m²,"Đường Lương Ngọc Quyến, Phường 5, Quận Gò Vấp, Tp Hồ Chí Minh (Phường An Nhơn, TP Hồ Chí Minh mới)","🏡✨ BÁN NHÀ MẶT TIỀN LƯƠNG TRỌNG QUYẾN – KẾ BÊN EMART PHAN VĂN TRỊ GÒ VẤP ✨

 Mặt tiền ngay siêu thị Emart 1 thông qua cầu Hang, vài bước ra Phan Văn Trị.

📐 Diện tích: 22.5m2
🏠 Kết cấu: 1 trệt – 1 lầu – tầng hầm
🛏 2 phòng ngủ – 🚿 2 WC

📜 Sổ hồng + hoàn công đầy đủ ✅

💡 Ưu điểm nổi bật:

Vị trí vàng ngay trung tâm Gò Vấp 🌟

🎀 Vài bước ra tới Emart Phan Văn Trị ,khu dân trí cao ,thông tứ tung ,di chuyển dễ dàng sang các quận trung tâm 


💰 Giá: ✨ (thương lượng chính chủ )",,"Nhà mặt phố, mặt tiền",22.5 m²,22.5 m²,"106,67 triệu/m²",Đã có sổ,2 phòng,2 phòng,3,Hoàn thiện cơ bản,Đông Bắc,Nhà nở hậu,4.1 m,5.5 m,,,"[115.93, 157.5, 157.5, 167.22, 167.22, 141.82, 161.25, 150.35, 150.35, 150.35, 150.35, 150.35, 150.35]"
🔥🔥HẺM XE HƠI ĐỖ CỬA- ĐS4 GV- 2TẦNG - 50m2- Ko LỘ GIỚI - Ko QUY HOẠCH -,"6,5 tỷ",130 triệu/m²,50 m²,"Đường số 4, Phường 11, Quận Gò Vấp, Tp Hồ Chí Minh (Phường Thông Tây Hội, TP Hồ Chí Minh mới)","🔥🔥HẺM XE HƠI ĐỖ CỬA- ĐS4 GV- 2TẦNG - 50m2- Ko LỘ GIỚI - Ko QUY HOẠCH - 6,5tỷ (TL)🔥
🏡DT : 4,1 x 12m. 🩷Shr - 1 đời chủ😍
🏘️Kết cấu : sân trước, phòng khách, bếp, 3PN (có PN dưới trệt cho người lớn tuổi)👉Nhà 2 mặt thoáng, có cửa hậu mát mẻ.👍Không lộ giới, không quy hoạch. 🚗Hẻm xe VF3 - ❤️‍🔥gần trường Nguyễn Du(TK42.13)",,"Nhà ngõ, hẻm",50 m²,50 m²,130 triệu/m²,Đã có sổ,3 phòng,2 phòng,2,Hoàn thiện cơ bản,,Hẻm xe hơi,4.1 m,12 m,,,"[101.24, 108.31, 107.89, 107.89, 120.75, 104.71, 117.45, 113.33, 117.39, 117.39, 113.54, 113.54, 113.54]"
🔥🔥NHÀ 2TẦNG - HẺM GẦN 6m - THỐNG NHẤT GV- HƠN 80m2 - 7Tỷ (TL)🔥🔥 🏡DT :,7 tỷ,"87,17 triệu/m²",80.3 m²,"Đường Thống Nhất, Phường 14, Quận Gò Vấp, Tp Hồ Chí Minh (Phường An Hội Tây, TP Hồ Chí Minh mới)","🔥🔥NHÀ 2TẦNG - HẺM GẦN 6m - THỐNG NHẤT GV- HƠN 80m2 - 7Tỷ (TL)🔥🔥
🏡DT : 3,9*22 - CN 80.3m2 - shr công chứng nhanh
🏘️Kết cấu : 2 tầng đúc giả, 🚗đường trước 5.4m xe hơi đỗ cửa! (TK601.33.40)😍😍",,"Nhà ngõ, hẻm",80.3 m²,80.3 m²,"87,17 triệu/m²",Đã có sổ,1 phòng,1 phòng,2,Hoàn thiện cơ bản,,Hẻm xe hơi,4 m,22 m,,,"[105.71, 108.33, 105.8, 104, 104, 107.82, 114.29, 114.29, 120.59, 122.49, 122.49, 122.49, 122.49]"
Nhà Quang Trung - Gần ngã 5 chuồng chó,"1,5 tỷ",150 triệu/m²,10 m²,"107, Đường Quang Trung, Phường 10, Quận Gò Vấp, Tp Hồ Chí Minh (Phường Gò Vấp, TP Hồ Chí Minh mới)","- Hàng xóm kế bên gửi bán nhà chính chủ sổ hồng riêng ở lâu năm.
- Nhà gồm 1trệt 1lầu, vừa sơn sữa lại rất mới.
- Hẻm trước nhà dựng được 2 chiếc xe máy.
- Nhà hẻm 107 Quang trung, kế bên ngã 5 chuồng chó. Tiện ích xung quanh ko thiếu thứ gì.
- Đặc biệt khu vực này cực kì yên tĩnh.
- Giá trên còn thương lượng chút ít.",093333 ***,"Nhà ngõ, hẻm",10 m²,20 m²,150 triệu/m²,Đã có sổ,1 phòng,1 phòng,2,Hoàn thiện cơ bản,,,,,,,"[107.46, 107.46, 106.79, 115.2, 115.2, 110.54, 110.54, 115, 109.26, 120.83, 110.7, 112.41, 112.5]"
,,,, ,,,,,,,,,,,,,,,,,,[]
"NHÀ PHỐ 2 LẦU HẺM XE HƠI, KẾ BÊN TRƯỜNG HỌC NGUYỄN DU ĐƯỜNG SỐ 8 P11","5,94 tỷ",180 triệu/m²,33 m²,"Đường số 8, Phường 11, Quận Gò Vấp, Tp Hồ Chí Minh (Phường Thông Tây Hội, TP Hồ Chí Minh mới)","NHÀ PHỐ 2 LẦU HẺM XE HƠI, KẾ BÊN TRƯỜNG HỌC NGUYỄN DU ĐƯỜNG SỐ 8 P11 GÒ VẤP
⚜️ Giá: 5.94 tỷ (thương lượng)
⚜️ Vị trí: Đường số 8, P Thông Tây Hội (P11 Gò Vấp), Tp HCM. Hẻm xe hơi đậu cửa
📍 Diện tích: 3.3m x 10m
📍 Hướng Nam
📍 Kết cấu: 1 trệt 2 lầu, hoàn công đầy đủ.
📍 Công năng: Gara xe hơi, phòng khácb, phòng bếp, 3 phòng ngủ 3 toilet, sân thượng.
📍 Full nội thất cao cấp
_________________
📩 Bấm [GỬI TIN NHẮN] để Long gửi ngay:
1. Video quay chi tiết từng góc ngách căn nhà.
2. Hình ảnh sổ hồng riêng, pháp lý minh bạch.
3. 🎵 TikTok: 
📞 Liên hệ xem nhà 24/7: *** - *** (Minh Long).
#BanNhaGoVap #NhaDepGoVap #MinhLongBDS #SoHongRieng #NhaPhoGoVap",,"Nhà ngõ, hẻm",33 m²,,180 triệu/m²,Đã có sổ,3 phòng,3 phòng,2,Nội thất đầy đủ,Nam,Hẻm xe hơi,3.3 m,10 m,,,"[105.75, 105.75, 107.2, 107.2, 127.68, 123.64, 133.5, 133.5, 127.4, 131.03, 137.21]"
,,,, ,,,,,,,,,,,,,,,,,,[]
"SIÊU PHẨM 91m2, 4PN – XE HƠI NGỦ TRONG NHÀ - LÊ HOÀNG PHÁI - 6.8 Tỷ","6,8 tỷ","74,73 triệu/m²",91 m²,"Đường Lê Hoàng Phái, Phường 17, Quận Gò Vấp, Tp Hồ Chí Minh (Phường Gò Vấp, TP Hồ Chí Minh mới)","🏡 SIÊU PHẨM GÒ VẤP – XE HƠI NGỦ TRONG NHÀ 🌹
💰 6.8 tỷ

📍 Lê Hoàng Phái, P. Gò Vấp
📐 91m² (4x14)| nở hậu 8m 🏗 2 Lầu
🛏 4PN – 2WC

🚗 Cách 1 căn ra mặt tiền, vị trí đẹp, hẻm trước nhà 7M
✨ Nhà sạch, thoáng mát, ở ngay
📕 Sổ nở hậu gần 8m, hoàn công đủ – công chứng liền

👉 Hàng hiếm – đáng mua – giữ tiền tốt

📞📱- Xem nhà ưng ý chốt ngay kẻo lỡ",090981 ***,"Nhà ngõ, hẻm",91 m²,91 m²,"74,73 triệu/m²",Đã có sổ,4 phòng,2 phòng,2,Nội thất đầy đủ,,Hẻm xe hơi,4 m,14 m,,,"[112.82, 112.82, 112.82, 112.82, 112.82, 112.82, 112.82, 112.82, 76.39, 116.76]"
,,,, ,,,,,,,,,,,,,,,,,,[]
,,,, ,,,,,,,,,,,,,,,,,,[]
,,,, ,,,,,,,,,,,,,,,,,,[]
,,,, ,,,,,,,,,,,,,,,,,,[]
HẺM 5M THÔNG - Ô TÔ CHẠY QUA NHÀ - 43M2 - TẶNG NỘI THẤT - EMART 2,"5,48 tỷ","127,44 triệu/m²",43 m²,"Đường Phan Huy Ích, Phường 12, Quận Gò Vấp, Tp Hồ Chí Minh (Phường An Hội Tây, TP Hồ Chí Minh mới)","Gia chủ cần bán căn nhà cao cấp hẻm thông xe hơi chạy qua nhà 3 phòng ngủ ngay siêu thị Emart Phan Huy Ích

🏡VT: Phan Huy Ích - P.AHT (P.12 cũ) - HCM
_____________✨_____________
💰Giá 5.48 tỷ còn bớt
✅Diện tích: 43m2 nở hậu nhẹ
✅Xây dựng: 1 trệt 1 lầu. Công năng: Phòng khách, bếp, 3 phòng ngủ ( có 1 phòng ngủ dưới trệt), 2 toilet, khu vực giặt phơi, ban công thoáng mát.
✅Hẻm thông 5m xe hơi đậu cửa. Gần Emart2, xung quanh tiện ích đầy đủ,...
✅SHR - hoàn công đầy đủ
🎁Tặng full nội thất như hình

📲LH: BĐS ĐẠI HÙNG - THƯƠNG LƯỢNG CHÍNH CHỦ",090966 ***,"Nhà ngõ, hẻm",43 m²,,"127,44 triệu/m²",Đã có sổ,3 phòng,2 phòng,2,Nội thất cao cấp,,Hẻm xe hơi,,,,,"[101.42, 101.42, 105.04, 102.5, 114.29, 111.45, 103.65, 116.62, 124.7, 106.58, 114.29]"
,,,, ,,,,,,,,,,,,,,,,,,[]
"BÁN NHÀ PHẠM VĂN CHIÊU GV, 3 TẦNG, 3PN, HẺM 2,5m, CHỈ 2 TỶ 49","2,49 tỷ","150,91 triệu/m²",16.5 m²,"Đường Phạm Văn Chiêu, Phường 14, Quận Gò Vấp, Tp Hồ Chí Minh (Phường An Hội Tây, TP Hồ Chí Minh mới)","🏡 BÁN NHÀ PHẠM VĂN CHIÊU - GẦN CHỢ THẠCH ĐÀ - GÒ VẤP 🏡
🛵 Hẻm 2,5m 2 xe máy tránh, gần mặt tiền, di chuyển thuận tiện mọi hướng 
🧱 Diện tích: 3 x 5,5 
🏡 Kết cấu: 1 trệt 1 lững 1 lầu gồm 🛌 3PN, 🚽2 WC
💒 Nhà còn mới, vào ở ngay 
📔Sổ hồng riêng, hoàn công đủ, hỗ trợ khách vay bank",,"Nhà ngõ, hẻm",16.5 m²,35 m²,"150,91 triệu/m²",Đã có sổ,3 phòng,2 phòng,3,Nội thất đầy đủ,,Nhà nở hậu,3 m,5.5 m,,,"[105.71, 108.33, 105.8, 104, 104, 107.82, 114.29, 114.29, 120.59, 122.49, 122.49, 122.49, 122.49]"
NHÀ MỚI 100% 40m2 GÒ VẤP -DƯƠNG QUẢN HÀM . 9TY,9 tỷ,"226,70 triệu/m²",39.7 m²,"Đường Dương Quảng Hàm, Phường 6, Quận Gò Vấp, Tp Hồ Chí Minh (Phường An Nhơn, TP Hồ Chí Minh mới)","Nhà xây mới 100% * Tặng full nội thất như hình* Hẻm nhựa ô tô thông bờ kênh, vài bước ra tới sông Vàm Thuật* Nhà 5 tầng: 1 trệr 1 lửng, 2 lầu, s thượng: 3p ngủ, 3wc* Không có thang máy* Nhà khóa số* Hoàn công đủ.👉 Sổ cất két",098460 ***,"Nhà ngõ, hẻm",39.7 m²,,"226,70 triệu/m²",Đã có sổ,3 phòng,3 phòng,,,,,5.2 m,7.7 m,,,"[115.64, 115.64, 115.64, 115.64, 115.64, 115.64, 95.76, 116.07, 116.07, 144.68]"
"HẺM XE TẢI 6M 🌹 XE HƠI NGỦ NHÀ 🌹 TIỆN XÂY NHÀ, VĂN PHÒNG, CHDV🌹 VUÔNG","6,6 tỷ","160,98 triệu/m²",41 m²,"Đường Dương Quảng Hàm, Phường 6, Quận Gò Vấp, Tp Hồ Chí Minh (Phường An Nhơn, TP Hồ Chí Minh mới)","Mô tả: 
+ Diện tích thực tế: 41m2 (4.4 x 9.3)
Kết cấu nhà 2 tầng 1 trệt 1 lầu BTCT cứng cáp, 1PN, 1WC, phòng khách, ban công, bếp, sân để xe
+Khu vực cho xây 1 trệt 1 lửng 3 lầu+ Hẻm xe tải trải nhựa 6m, thông thoáng, an ninh
+ Vị trí đường Dương Quảng Hàm mới mở rộng, gần chợ An Nhơn, THCS An Nhơn+ Sổ hồng riêng, hoàn công, công chứng ngay.",098460 ***,"Nhà ngõ, hẻm",41 m²,,"160,98 triệu/m²",Đã có sổ,1 phòng,1 phòng,2,,,Hẻm xe hơi,4.4 m,9.3 m,,,"[115.64, 115.64, 115.64, 115.64, 115.64, 115.64, 95.76, 116.07, 116.07, 144.68]"
,,,, ,,,,,,,,,,,,,,,,,,[]
,,,, ,,,,,,,,,,,,,,,,,,[]
,,,, ,,,,,,,,,,,,,,,,,,[]
,,,, ,,,,,,,,,,,,,,,,,,[]
,,,, ,,,,,,,,,,,,,,,,,,[]
,,,, ,,,,,,,,,,,,,,,,,,[]
"NHÀ 2 MẶT TIỀN 68m2, HXH LÊ ĐỨC THỌ – GÒ VẤP - 6.2Tỷ","6,2 tỷ","94,70 triệu/m²",65.468 m²,"Đường Lê Đức Thọ, Phường 17, Quận Gò Vấp, Tp Hồ Chí Minh (Phường Gò Vấp, TP Hồ Chí Minh mới)","🏡 NHÀ 2 MẶT TIỀN HXH LÊ ĐỨC THỌ – GÒ VẤP
💰 6.2 tỷ

📐 65.4/68m² | 1 trệt 1 lầu
🛏 2PN – 2WC (có thể chia 5PN)
🚗 2 mặt tiền hẻm xe hơi, yên tĩnh, thoáng
✨ Nhà còn mới, sơn nhẹ vào ở ngay

📍 Gần Nhà Thiếu Nhi Gò Vấp, Trường Võ Thị Sáu

📞📱Xem nhà ưng ý chốt nhanh kẻo lỡ",,"Nhà ngõ, hẻm",65.468 m²,68 m²,"94,70 triệu/m²",Đã có sổ,2 phòng,2 phòng,1,,,Hẻm xe hơi,3 m,22 m,,,"[112.5, 108.89, 108.89, 100.55, 123.59, 115.1, 115.1, 126.64, 102.22, 111.3, 111.3, 121.76, 121.76]"
