tieu_de,gia_ban,don_gia,dien_tich,dia_chi,mo_ta,dien_thoai,loai_hinh,dien_tich_dat,dien_tich_su_dung,gia_m2,giay_to_phap_ly,so_phong_ngu,so_phong_ve_sinh,tong_so_tang,tinh_trang_noi_that,huong_cua_chinh,dac_diem,chieu_ngang,chieu_dai,ma_can,ten_phan_khu_lo,bieu_do_gia
"NHÀ MỚI 2 TẦNGGẦN PHAN ĐĂNG LƯU- HXH- 4M NGANG - SHR NHĨN 3,7 TỶ","3,7 tỷ","154,17 triệu/m²",24 m²,"Nơ Trang Long, Phường 15, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Gia Định, TP Hồ Chí Minh mới)","NHÀ MỚI 2 TẦNGGẦN PHAN ĐĂNG LƯU- HXH- NGANG 4M- SHR NHĨN 3,7 TỶ.--
-- Dt: 4x6mn
-- Tặng nội thất

-- Khu dân cư hiện hữu, gần bv, chơ bà chiểu, trường...
-- Hẻm xe hơi, an ninh ...
-- Sổ riêng chính chủ 
--QBT32036B5BB",,"Nhà ngõ, hẻm",24 m²,,"154,17 triệu/m²",Đã có sổ,3 phòng,,,,,Hẻm xe hơi,4 m,,,,"[128.79, 146.97, 138.71, 118.57, 118.39, 144.23, 128.31, 138.93, 124.29, 124.29, 124.29, 124.29, 124.29]"
,,,, ,,,,,,,,,,,,,,,,,,[]
,,,, ,,,,,,,,,,,,,,,,,,[]
,,,, ,,,,,,,,,,,,,,,,,,[]
,,,, ,,,,,,,,,,,,,,,,,,[]
,,,, ,,,,,,,,,,,,,,,,,,[]
[BÌNH THẠNH] 5 TẦNG SÁT MẶT TIỀN - HẺM XE HƠI - DTSD 100M VUÔNG,"5,68 tỷ","246,96 triệu/m²",23 m²,"Lê Quang Định, Phường 11, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Bình Lợi Trung, TP Hồ Chí Minh mới)","🚀 HÀNG HIẾM BÌNH THẠNH - 5 TẦNG SÁT MẶT TIỀN - CHỈ 5.88 TỶ!

📍 Vị trí: 1 sẹc Lê Quang Định P.11, cách mặt tiền đúng 2 căn.

🚗 Giao thông: Hẻm xe hơi thẳng tắp, vị trí kim cương cực tiện lợi.

🏠 Kết cấu: 5 tầng BTCT (Trệt, 3 lầu, sân thượng). SD 100 mét vuông.

✨ Nội thất: Tặng Full nội thất xịn (Sofa, máy lạnh, giường tủ...).

🛌 Công năng: 2 PN Master siêu rộng, 3WC, giếng trời thoáng mát.

📐 Thông số: Ngang 3.7m đẹp, sổ vuông đét A4, không lộ giới.

⚖️ Pháp lý: Sổ hồng chính chủ, hoàn công đủ, công chứng ngay.

⚠️ Lưu ý: Nhà đẹp sát phố giá này cực trôi, anh chị gọi ngay kẻo lỡ!",090909 ***,"Nhà ngõ, hẻm",23 m²,,"246,96 triệu/m²",Đã có sổ,2 phòng,3 phòng,4,,,Hẻm xe hơi,3.7 m,,,,"[139.29, 129.41, 125.81, 125.81, 125.26, 131.22, 134.38, 137, 137, 132.73, 132.73, 132.73, 132.73]"
,,,, ,,,,,,,,,,,,,,,,,,[]
"Bán nhà 2MT 110E đường Lê Văn Duyệt , phường 1, quận Bình Thạnh","10,9 tỷ","272,50 triệu/m²",40 m²,"110E Đinh Tiên Hoàng, Phường 1, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Gia Định, TP Hồ Chí Minh mới)","Bán nhà 2MT 110E đường Lê Văn Duyệt ( trước là Đinh Tiên Hoàng ), phường 1, quận Bình Thạnh
*Tọa lạc vị trí đẹp nhất đường Đinh Tiên Hoàng, cách Quận 1 chỉ 400m

+ Diện tích: 3.8m x 10.5m
+ Kết cấu: 2 tầng (tầng 2 xây dựng: 4.6m x 12m)
+ Hẻm hông 4m thông thoáng

* Khu kinh doanh sầm uất, tập trung nhiều thẩm mỹ viện, spa, nhà hàng, shop thời trang
* Đang cho thuê làm thời trang 42tr/th

Giá: 10,9 tỷ Thương lượng",,"Nhà mặt phố, mặt tiền",40 m²,,"272,50 triệu/m²",Đã có sổ,2 phòng,,,,,,3.8 m,10.5 m,,,[]
[BÌNH THẠNH] VIEW LANDMARK 81 - NHÀ MỚI 2PN - SÁT Q1,"4,66 tỷ","179,23 triệu/m²",26 m²,"Đường Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Thạnh Mỹ Tây, TP Hồ Chí Minh mới)","🔥 I NHÀ MỚI KENG TẶNG FULL NỘI THẤT CAO CẤP.

💰 GIÁ ĐẦU TƯ: 4.66 TỶ (Bớt lộc)

🌟 VỊ TRÍ ""TRIỆU ĐÔ"":

Tọa lạc ngay Nguyễn Hữu Cảnh, cách đường lớn đúng 20m. Bước chân ra là Landmark 81, Saigon Pearl. Qua Quận 1 hay sang Sala Thủ Thiêm chỉ mất đúng 3 phút.

Gần các trường ĐH danh tiếng: Ngoại Thương, Hutech, Giao Thông Vận Tải... cực kỳ thuận tiện cho con em đi học hoặc cho thuê giá cao.

🏡 SIÊU PHẨM KIẾN TRÚC:

Nhà 1 trệt 2 lầu mới keng, thiết kế hiện đại, tối ưu không gian.

Công năng: PK, Bếp, 2PN, 2WC, phòng đọc sách, khu giặt phơi. Ban công siêu chill, ngồi nhâm nhi cafe ngắm pháo hoa Landmark 81 và view Quận 1 lung linh về đêm.

🎁 TẶNG FULL NỘI THẤT XỊN:

Chủ nhà tặng hết: Tivi, Tủ lạnh, Máy giặt sấy, Máy lạnh, Khóa vân tay hiện đại... Khách chỉ việc xách vali vào ở đón Tết ngay!

⚖️ Pháp lý: Sổ hồng riêng chính chủ, công chứng sang tên ngay trong ngày.

KÈO THƠM: Khu vực này cực kỳ hiếm nhà bán ở phân khúc giá này ạ!",,"Nhà ngõ, hẻm",26 m²,,"179,23 triệu/m²",Đã có sổ,2 phòng,2 phòng,2,Nội thất cao cấp,,,,,,,"[124.02, 104.47, 104.47, 151.21, 151.21, 86, 86, 126.36, 143.11, 137.5, 105.98, 150, 150]"
Bán nhà hẻm 5m 217/11/.đường Bùi Đình Túy.Phường Bình Thạnh(F24 cũ),"11,7 tỷ","153,95 triệu/m²",76 m²,"Đường Bùi Đình Tuý, Phường 24, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Bình Thạnh, TP Hồ Chí Minh mới)","+ Bán nhà hẻm 5m 217/11/.đường Bùi Đình Túy.Phường Bình Thạnh(F24 cũ),gần chợ,trường học,bệnh viện,chùa...thuận tiện di chuyển ra các đường lớn.Cách đường Bùi đình Túy 100m
+ Nhà 1 trệt,1 Lững phía sau
+ Diện tích công nhận : ~76 
+ Sổ hồng chính chủ
+ Giá : 11,7 tỷ TL
☎️ ***",,"Nhà ngõ, hẻm",76 m²,100 m²,"153,95 triệu/m²",Đã có sổ,3 phòng,,,,,Hẻm xe hơi,,,,,"[125, 158.23, 145.64, 117.23, 130.38, 130.38, 128.85, 128.85, 153.28, 161.03]"
Bán nhà có 36 CHDV cho thuê khoán,35 tỷ,175 triệu/m²,200 m²,"Đường Xô Viết Nghệ Tĩnh, Phường 26, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Bình Thạnh, TP Hồ Chí Minh mới)","CHDV 36P XVNT 2 CHIỀU 35 Tỷ. 🪤 DT: 8x25m. CN: 255.6m2, 1 hầm, 3 lầu, sân thượng tổng 36 phòng, toilet trong, đang cho thuê khoán 135 triệu/ tháng.",090235 ***,"Nhà ngõ, hẻm",200 m²,200 m²,175 triệu/m²,Đã có sổ,nhiều hơn 10 phòng,Nhiều hơn 6 phòng,,,,Hẻm xe hơi,8 m,25 m,,,"[134.62, 135.94, 130, 131.47, 131.47, 133.33, 137.65, 150, 150, 140, 140, 140, 140]"
,,,, ,,,,,,,,,,,,,,,,,,[]
"chính chủ bán,ko tiếp cò","2,3 tỷ","153,33 triệu/m²",15 m²,"Đường Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Thạnh Mỹ Tây, TP Hồ Chí Minh mới)","Nhà nở hậu 3x5, sổ hồng công nhận 14,8
Hẻm xe ba gác
Vị trí 2 phút qua quận 2
3 phút qua quận 1
Nhà gần chợ 20m gần trường hàng xóm thân thiện
Ai cần hẹn qua xem trực tiếp theo sđt chính chủ.
Miễn tiếp cò, nhà mới đẹp ở ngay.",091555 ***,"Nhà ngõ, hẻm",15 m²,31 m²,"153,33 triệu/m²",Đã có sổ,1 phòng,,,,,Nhà nở hậu,3 m,5 m,,,"[124.02, 104.47, 104.47, 151.21, 151.21, 86, 86, 126.36, 143.11, 137.5, 105.98, 150, 150]"
"NƠ TRANG LONG - 3 PHÒNG CÓ MÁY LẠNH, MÁY GIẶT,BêĐANG CHO THUÊ 21TR/TH","4,5 tỷ","84,91 triệu/m²",53 m²,"Đường Nơ Trang Long, Phường 12, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Bình Thạnh, TP Hồ Chí Minh mới)","NƠ TRANG LONG - 3 PHÒNG CÓ MÁY LẠNH, MÁY GIẶT,BẾP - (3.5×15M) -ĐANG CHO THUÊ 21TR/TH - 4.5 TỶ

Thương lượng chủ: *** (Trang bđs đẹp)
#hemxehoi
#nhabinhthanh
#nhadep
#nhangon
#nhagiatot
#phaplychuan",,"Nhà ngõ, hẻm",53 m²,70 m²,"84,91 triệu/m²",Đã có sổ,3 phòng,3 phòng,,Nội thất đầy đủ,Đông Nam,Nhà dính quy hoạch / lộ giới,3.5 m,15 m,,,"[178.22, 178.22, 166.76, 173.08, 173.37, 173.37, 134.69, 128.95, 123.08, 174.33, 141.15, 155.56, 155.56]"
BÁN NHÀ CẤP 4 QUẬN BÌNH THẠNH,5 tỷ,"178,57 triệu/m²",28 m²,"332, Đường Phan Văn Trị, Phường 11, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Bình Lợi Trung, TP Hồ Chí Minh mới)","BÁN NHÀ DT 28M2 - HẺM 332 PHAN VĂN TRỊ, P11, BÌNH THẠNH, HCM DIỆN TÍCH THEO SỐ 27,7M2, SỐ HỒNG CHÍNH CHỦ. HẺM 332 PHAN VĂN TRỊ, F11 BÌNH THẠNH (CŨ). ĐƯỜNG TRƯỚC NHÀ LÀ ĐƯỜNG CHUNG, THÔNG RA HẺM 4M VÀI BƯỚC CHÂN. HẺM THÔNG RA ĐƯỜNG PVĐỒNG CÁCH 100M. IB HOẶC LH ĐỂ TRAO ĐỔI",,"Nhà ngõ, hẻm",28 m²,,"178,57 triệu/m²",Đã có sổ,2 phòng,,,Hoàn thiện cơ bản,,Hẻm xe hơi,,,,,"[146.49, 132.64, 121.48, 116.48, 128, 165.85, 165.85, 132.58, 138.06, 124.55, 165, 163.94, 157.6]"
"Nhà nát 69m2 Hoàng Hoa Thám phường 5, quận Bình Thạnh","7,9 tỷ","114,49 triệu/m²",69 m²,"Hẻm 200 Đường Hoàng Hoa Thám, Phường 5, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Bình Lợi Trung, TP Hồ Chí Minh mới)","Nhà cũ tiện xây mới, hẻm cụt, khu dân cư an ninh, có sổ chính chủ.
Ngang 5.1m x dài 13m, có 1 trệt 1 gác, 2 PN.
Ngay chợ Cây Quéo, gần trường học đủ 3 cấp 1,2,3 và bệnh viện.",,"Nhà ngõ, hẻm",69 m²,92 m²,"114,49 triệu/m²",Đã có sổ,2 phòng,2 phòng,1,Bàn giao thô,Đông,Nhà nát,5 m,13 m,,,"[138.65, 138.65, 145.14, 152.04, 152.04, 132.99, 141.94, 143.95, 166.67, 166.67, 151.03, 151.03, 151.03]"
"chính chủ bán Nhà 148.3 Nguyễn Lâm 27m2 6,95 tỷ - ngõ ô tô tải","6,95 tỷ","257,41 triệu/m²",27 m²,"148/3, Đường Nguyễn Lâm, Phường 1, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Gia Định, TP Hồ Chí Minh mới)","Chính chủ bán nhà

NHÀ Ở KHU PHỐ ẨM THỰC PHAN XÍCH LONG BÌNH THẠNH - LÔ GÓC - Ô TÔ 🚗 TẢI ĐỖ NGÀY ĐÊM - 6,95 tỷ. 
Nhà ở địa chỉ 148.3 Nguyễn Lâm, Bình Thạnh, HCM
Diện tích sổ 26,5m2 - 3 tầng - giá chào 6,95 tỷ. 

- Ưu Điểm: Ngõ ô tô, nhà lô góc , có sân chung 20m2 để xe, riêng nhà bên mình tầm 10m, ban ngày xe máy để ngay bên hông không cần cho trong nhà.
- ngõ trước nhà 4m, ô tô đỗ cửa ngày đêm, Cách QUẬN 1 chỉ 500m.
- nhà thiết kế tinh tế, nhà FULL nội thất xịn BẢO HÀNH 5 năm.
- thiết kế: 
Tầng 1: bếp + phòng khách + sân + nhà vệ sinh.
Tầng 2: 1 Phòng Ngủ + Vs 
Tầng 3: 1 Phòng Ngủ + VS.
- Sổ cất két, sẵn sàng hỗ trợ ngân hàng Eximbank cho vay 2,8 tỷ - 3 tỷ.
LH Mr Phông - ***.",,"Nhà ngõ, hẻm",27 m²,,"257,41 triệu/m²",Đã có sổ,2 phòng,3 phòng,,,,Hẻm xe hơi,,,,,"[114.21, 132.45, 132.45, 138.58, 159.52, 157.22, 143.26, 143.26, 166.67, 180.95, 180.95, 180.95, 180.95]"
"Bán nhà nhỏ, cách hẻm xe hơi 15m.","2,2 tỷ","183,33 triệu/m²",12 m²,"818/, Đường Xô Viết Nghệ Tĩnh, Phường 25, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Thạnh Mỹ Tây, TP Hồ Chí Minh mới)","Càn bán nhà nhỏ, gần hẻm ô tô. Khu dân trí cao.",035490 ***,"Nhà ngõ, hẻm",12 m²,28 m²,"183,33 triệu/m²",Đã có sổ,1 phòng,2 phòng,2,,,,3 m,4 m,,,"[141.06, 149.94, 122.79, 122.79, 142.86, 158.46, 158.46, 122.12, 120.52, 158.06, 142.04, 175.53, 176.33]"
XÔ VIẾT NGHỆ TĨNH - Tương Lai đi Bộ ra bk Sổ hồng hoàn công công đủ,"2,55 tỷ","110,87 triệu/m²",23 m²,"Đường Xô Viết Nghệ Tĩnh, Phường 19, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Thạnh Mỹ Tây, TP Hồ Chí Minh mới)","XÔ VIẾT NGHỆ TĨNH P19 Bình Thạnh - Tương Lai đi Bộ ra Bờ kè Văn Thánh (4×7m)- 2.55 TỶ

👉 1 Trệt 1 Lửng ( 1 PN 1 WC )
👉 Top 5 trường đại học lớn ( hutech, hồng bàng, gtvt, ngoại thương, Uef,... )
👉 Ngay cầu thị Nghè, Thảo cầm viên, Landmark,...
👉 Hẻm sạch sẽ An ninh, dân trí cao
Sổ hồng hoàn công công đủ


#hemxehoi
#nhabinhthanh
#nhadep
#nhangon
#nhagiatot
#phaplychuan",,"Nhà ngõ, hẻm",23 m²,27 m²,"110,87 triệu/m²",Đã có sổ,1 phòng,1 phòng,2,Hoàn thiện cơ bản,Đông Nam,,4 m,6 m,,,"[160.22, 160.29, 160.29, 150, 146.67, 146.67, 150, 154.64, 161.11, 157.89, 157.89, 157.89, 157.89]"
Bán gấp trong tuần - Bán nhà Xô Viết Nghệ Tĩnh 18m² 2 tầng - 3.68 tỷ,"3,68 tỷ","204,44 triệu/m²",18 m²,"Đường Xô Viết Nghệ Tĩnh, Phường 25, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Thạnh Mỹ Tây, TP Hồ Chí Minh mới)","📍 Vị trí: Đường Xô Viết Nghệ Tĩnh giao với ngã tư Hàng Xanh, trung tâm Khu D sầm uất, kết nối nhanh đến 5 trường ĐH: Hutech, Hồng Bàng, UEF, Ngoại Thương, Giao thông Vận tải.
📏 Diện tích: 18m².
🏠 Kết cấu: Nhà 2 tầng, phòng khách, bếp, 2 phòng ngủ, 2 WC, phòng đọc sách, ban công.
✨ Tiện ích: Đầy đủ nội thất. Dòng tiền ổn định tính theo năm.
📌 Địa chỉ: Hẻm 3m thông đường Xô Viết Nghệ Tĩnh, Phường Thạnh Mỹ Tây (P.25 cũ), Quận Bình Thạnh.
💰 Giá bán: 3.68 tỷ.",,"Nhà ngõ, hẻm",18 m²,,"204,44 triệu/m²",Đã có sổ,2 phòng,,,,,,,,,,"[141.06, 149.94, 122.79, 122.79, 142.86, 158.46, 158.46, 122.12, 120.52, 158.06, 142.04, 175.53, 176.33]"
Bán gấp trong tuần - Bán nhà đường Ngô Tất Tố 26m² 3 tầng - 4.78 tỷ,"4,78 tỷ","183,85 triệu/m²",26 m²,"Đường Ngô Tất Tố, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Thạnh Mỹ Tây, TP Hồ Chí Minh mới)","📍 Vị trí: Đường Ngô Tất Tố giao với các trục chính như Ung Văn Khiêm, Điện Biên Phủ, sát Quận 1 và Thủ Thiêm, kết nối nhanh đến ĐH Hutech, ĐH Hồng Bàng, ĐH UEF & ĐH Ngoại Thương.
📏 Diện tích: 26m².
🏠 Kết cấu: Nhà 3 tầng (lô góc 2 mặt tiền hẻm), 2 phòng ngủ, 2 WC, phòng khách, bếp.
✨ Tiện ích: Đầy đủ nội thất. Dòng tiền ổn định tính theo năm.
📌 Địa chỉ: Hẻm 3m thông đường Ngô Tất Tố, Phường 22, Quận Bình Thạnh.
💰 Giá bán: 4.78 tỷ.",,"Nhà ngõ, hẻm",26 m²,,"183,85 triệu/m²",Đã có sổ,2 phòng,,,,,,,,,,[]
Bán gấp trong tháng - Bán nhà Xô Viết Nghệ Tĩnh 28m² 5 tầng - 7.66 tỷ,"7,66 tỷ","273,57 triệu/m²",28 m²,"Đường Xô Viết Nghệ Tĩnh, Phường 25, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Thạnh Mỹ Tây, TP Hồ Chí Minh mới)","📍 Vị trí: Đường Xô Viết Nghệ Tĩnh giao với các trục chính như Điện Biên Phủ, Ung Văn Khiêm, gần ngã tư Hàng Xanh, kết nối nhanh đến ĐH Hutech, ĐH Ngoại Thương & ĐH Giao thông Vận tải.
📏 Diện tích: 28m² (lô góc 2 mặt tiền, tổng 36m²).
🏠 Kết cấu: Nhà 5 tầng (1 trệt + 3 lầu + sân thượng), 4 phòng ngủ, 3 WC, phòng khách, bếp.
✨ Tiện ích: Có sân thượng. Dòng tiền ổn định tính theo năm.
📌 Địa chỉ: Hẻm xe hơi kinh doanh đường Xô Viết Nghệ Tĩnh, Phường 25, Quận Bình Thạnh.
💰 Giá bán: 7.66 tỷ. Giá tốt cho nhà hẻm kinh doanh đa ngành, tiềm năng tăng giá.",,"Nhà ngõ, hẻm",28 m²,,"273,57 triệu/m²",Đã có sổ,4 phòng,,,,,,,,,,"[141.06, 149.94, 122.79, 122.79, 142.86, 158.46, 158.46, 122.12, 120.52, 158.06, 142.04, 175.53, 176.33]"
Bán gấp trong tuần - Bán nhà đường Phan Văn Trị 28m² 4 tầng - 4.98 tỷ,"4,98 tỷ","177,86 triệu/m²",28 m²,"Đường Phan Văn Trị, Phường 11, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Bình Lợi Trung, TP Hồ Chí Minh mới)","📍 Vị trí: Đường Phan Văn Trị giao với các trục chính Xô Viết Nghệ Tĩnh, Đinh Tiên Hoàng, gần chợ Bà Chiểu, Emart, thuận tiện đến sân bay và ĐH Kiến Trúc.
📏 Diện tích: 28m².
🏠 Kết cấu: Nhà 4 tầng, 2PN, 3WC, sân thượng.
✨ Tiện ích: Có sân thượng, đầy đủ nội thất. Dòng tiền ổn định tính theo năm.
📌 Địa chỉ: Hẻm thông đường Phan Văn Trị, P.11, Q. Bình Thạnh.
💰 Giá bán: 4.98 tỷ.",,"Nhà ngõ, hẻm",28 m²,,"177,86 triệu/m²",Đã có sổ,2 phòng,,,,,,,,,,"[146.49, 132.64, 121.48, 116.48, 128, 165.85, 165.85, 132.58, 138.06, 124.55, 165, 163.94, 157.6]"
Bán gấp trong tuần - Bán nhà đường Vũ Tùng 21m² 2 tầng - 4.58 tỷ,"4,58 tỷ","218,10 triệu/m²",21 m²,"Đường Vũ Tùng, Phường 2, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Gia Định, TP Hồ Chí Minh mới)","📍 Vị trí: Giao với Phan Đăng Lưu, Điện Biên Phủ, gần chợ Bà Chiểu, BV Gia Định, UBND Quận, thuận tiện đến Quận 1 và ĐH Kinh tế.
📏 Diện tích: 21m².
🏠 Kết cấu: Nhà góc 2 tầng, 2PN, 2WC, phòng khách, bếp, ban công.
✨ Tiện ích: Đầy đủ nội thất. Dòng tiền ổn định tính theo năm.
📌 Địa chỉ: Hẻm thông đường Vũ Tùng, P. Gia Định, Q. Bình Thạnh.
💰 Giá bán: 4.58 tỷ.",,"Nhà ngõ, hẻm",21 m²,,"218,10 triệu/m²",Đã có sổ,2 phòng,,,,,,,,,,"[150.83, 150.83, 150.83, 125.66, 160, 160]"
🏩 NGUYỄN THƯỢNG HIỀN – P.5 BÌNH THẠNH ✨ Nhà 3 tầng,5 tỷ,250 triệu/m²,20 m²,"Đường Nguyễn Thượng Hiền, Phường 5, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Bình Lợi Trung, TP Hồ Chí Minh mới)","🏩 NGUYỄN THƯỢNG HIỀN – P.5 BÌNH THẠNH
✨ Nhà 3 tầng BTCT – Full nội thất – Dọn vào ở ngay
💰 Giá 4.x tỷ – Phân khúc hiếm khu trung tâm

⸻

📌 MÔ TẢ CHI TIẾT
 • Vị trí: Khu Nguyễn Thượng Hiền, P.5 Bình Thạnh – kết nối nhanh Hoàng Hoa Thám, Nguyễn Văn Đậu, Bà Chiểu.
 • Hẻm: Ba gác sạch sẽ, thông thoáng, cách mặt tiền khoảng 30m.
 • Diện tích đất: 20m² (3.1 x 6.5m)
 • Diện tích sử dụng: ~65m²

🧱 KẾT CẤU & CÔNG NĂNG
 • Trệt + 2 lầu BTCT kiên cố
 • 2 phòng ngủ – 3 WC
 • Phòng khách + bếp bố trí gọn gàng
 • Ban công + giếng trời → nhà thoáng, nhiều ánh sáng

🛋️ NỘI THẤT
 • Để lại full nội thất gắn tường: sofa, máy lạnh, tủ lạnh, giường – tủ – bàn trang điểm…
 • Phù hợp khách mua ở ngay, không cần sửa chữa

📄 PHÁP LÝ
 • Hồ sơ đầy đủ, hoàn công đủ
 • Sổ A4, giao dịch theo quy định

🎯 ĐÁNH GIÁ NHANH
 • Phân khúc 3–5 tỷ hiếm nhà mới, đủ công năng
 • Phù hợp gia đình trẻ, vợ chồng trẻ, mua ở lâu dài
 • Khu dân cư hiện hữu, an ninh, hàng xóm xây dựng đồng bộ

⸻

👉 Liên hệ để đặt lịch xem nhà thực tế và nhận thông tin chi tiết.
📌 Lịch xem linh hoạt – hỗ trợ đầy đủ theo quy trình.

Mr ĐỨC - ***",070844 ***,"Nhà ngõ, hẻm",20 m²,,250 triệu/m²,Đã có sổ,2 phòng,3 phòng,3,Nội thất cao cấp,,,3.1 m,6.5 m,,,"[171.07, 131.27, 131.27, 124.44, 124.44, 124.44, 130.22, 130.22, 130.22, 187.04, 171.24, 171.07, 171.07]"
"Bán Nhà Mới Xây Ngang 4,5m Vuông Vức Trung Tâm Bình Thạng","6,28 tỷ","146,05 triệu/m²",43 m²,"170/71/11/1A , Đường Bùi Đình Tuý, Phường 12, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Bình Thạnh, TP Hồ Chí Minh mới)","Bán nhà mới xây ngang 4.5m vuông vức Trung tâm Bình Thạnh
☘️☘️☘️170/71/11/1A Bùi Đình Tuý. P12.Bình Thạnh -Ngay Uỷ Ban P12 -Gần Chợ Bà Chiểu, tiện di chuyển các Quận
-Diện Tích: 4.5x10 CN 43m2
-Kết Cấu: 1 Trệt 1 Lầu Đúc BTCT Hoàn công Đủ
-Công Năng: Phòng khách, Bếp,2 Phòng Ngủ,2WC,Có Ban Công, Giếng trời thông thoáng…
🎯Vị Trí Cách HXH 10m, Gần Chợ Bà Chiểu, Đầu hẻm là Uỷ Ban P12, sát trường học, bệnh viện

💵Giá: 6.28 Tỷ TL Lộc
☎️ *** Mr. Tiến",090338 ***,"Nhà ngõ, hẻm",43 m²,,"146,05 triệu/m²",Đã có sổ,2 phòng,2 phòng,1,,,Hiện trạng khác,4.5 m,10 m,,,"[128.03, 123.61, 165.15, 165.15, 153.98, 150.82, 154.98, 152.5, 110, 110]"
"Nhà Mới Hẻm Ôtô_Nguyễn Văn Đậu,BT_Full nội thất – 2PN – 4.9 tỷ","4,9 tỷ","163,33 triệu/m²",30 m²,"Đường Nguyễn Văn Đậu, Phường 5, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Bình Lợi Trung, TP Hồ Chí Minh mới)","Cần bán nhà hẻm ô tô đường Nguyễn Văn Đậu, phường 5, Bình Thạnh – vị trí cực kỳ thuận tiện, sát Quận 1, phù hợp mua ở lâu dài hoặc kết hợp kinh doanh.

🔹 Thông tin chi tiết:
Kết cấu: 1 trệt 1 lầu
Gồm: 2 phòng ngủ – 2 WC
Nhà mới đẹp, thiết kế gọn gàng, chỉ xách vali vào ở
🔹 Hẻm & vị trí:
Hẻm ô tô chạy thoải mái, thông tứ hướng
Thông ra Trần Bình Trọng – Hoàng Hoa Thám
Gần chợ Hoàng Hoa Thám, đầy đủ tiện ích xung quanh
Khu dân cư an ninh, dân trí cao
Phù hợp ở gia đình trẻ, kinh doanh online, mở văn phòng nhỏ

🔹 Pháp lý:
Sổ hồng riêng, hoàn công đầy đủ
Công chứng sang tên ngay
Hỗ trợ làm việc ngân hàng nếu khách cần vay

💰 Giá bán: 4.95 tỷ (Còn thương lượng trực tiếp chủ)",093880 ***,"Nhà ngõ, hẻm",30 m²,60 m²,"163,33 triệu/m²",Đã có sổ,2 phòng,2 phòng,,Nội thất đầy đủ,,Hẻm xe hơi,4 m,8 m,,,"[138.65, 138.65, 145.14, 152.04, 152.04, 132.99, 141.94, 143.95, 166.67, 166.67, 151.03, 151.03, 151.03]"
🏡 CHỐT NHÀ NGUYỄN CỬU VÂN – BÌNH THẠNH | HẺM Ô TÔ | 4 TẦNG BTCT,"8,3 tỷ","259,38 triệu/m²",32 m²,"Đường Nguyễn Cửu Vân, Phường 17, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Gia Định, TP Hồ Chí Minh mới)","🏡 CHỐT NHÀ NGUYỄN CỬU VÂN – BÌNH THẠNH | HẺM Ô TÔ | 4 TẦNG BTCT
📍 Đường Nguyễn Cửu Vân, P.17, Bình Thạnh – trung tâm, kết nối nhanh Q1–Q3
📐 Diện tích 31,8m², sử dụng 116,8m²
🏛️ 4 tầng kiên cố, 4PN 4WC, có sân thượng; hẻm 6m ô tô đậu cửa
📕 Sổ hồng riêng, pháp lý chuẩn – Giá 8,3 tỷ (TL)",,"Nhà ngõ, hẻm",32 m²,,"259,38 triệu/m²",Đã có sổ,4 phòng,,,,,Hẻm xe hơi,,,,,"[136.21, 136.21, 163.27, 163.27, 132.5, 135.42]"
Chính chủ cần bán nhà mới xây p15 bthanh,"7,8 tỷ","243,75 triệu/m²",32 m²,"Đường Điện Biên Phủ, Phường 15, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Gia Định, TP Hồ Chí Minh mới)","Nhà mới HXh Điện Biên Phủ P15 Q Bình thạnh
Diện tích : 4m x 8m 
Cấu trúc : 1 trệt 1 lửng 2 lầu + sân thượng
3 Phòng ngủ.3 Wc .1 phòng thờ , 1 phòng khách, 
Vị trí đẹp hxh tận nhà ,hẻm thông thoáng
Tặng fun nội thất sang trọng ,nhà như hình ,
Sổ hồng chính chủ
Hổ trợ vay bank
Giá : 7,8 tl
Chính chủ ***",,Nhà phố liền kề,32 m²,128 m²,"243,75 triệu/m²",Đã có sổ,3 phòng,3 phòng,3,Nội thất cao cấp,Đông Bắc,Hẻm xe hơi,4 m,8 m,,,[]
