tieu_de,gia_ban,don_gia,dien_tich,dia_chi,mo_ta,dien_thoai,loai_hinh,dien_tich_dat,dien_tich_su_dung,gia_m2,giay_to_phap_ly,so_phong_ngu,so_phong_ve_sinh,tong_so_tang,tinh_trang_noi_that,huong_cua_chinh,dac_diem,chieu_ngang,chieu_dai,ma_can,ten_phan_khu_lo,bieu_do_gia
MẶT TIỀN THỤT 4 TẦNG chỉ 7ty9 - NGAY CÔNG VIÊN GIA ĐỊNH,"7,9 tỷ","213,51 triệu/m²",37 m²,"Đường Bùi Văn Thêm, Phường 9, Quận Phú Nhuận, Tp Hồ Chí Minh (Phường Đức Nhuận, TP Hồ Chí Minh mới)","🔥MẶT TIỀN THỤT 4 TẦNG chỉ 7ty9 - KHU DÂN TRÍ CAO - NGAY CÔNG VIÊN GIA ĐỊNH, SÂN BAY TSN - Bùi Văn Thêm ,Đức Nhuận ,Phú Nhuận 
📐 DT : 37m2 

🍀Mô tả: thienhuong
_ Kết cấu : 1 trệt 2 lầu BTCT_ Công năng : 3 phòng ngủ, 4 WC_ Hẻm đồng bộ lót gạch sạch đẹp, khu dân trí cao, vài bước ra mặt tiền sầm uất._ Trung tâm Phú Nhuận, gần sân bay, công viên Gia Định. Gần các tuyến Hoàng Văn Thụ, Hoàng Minh Giám, Đào Duy Anh, Phổ Quang,...._ Pháp lý chuẩn, sổ hồng riêng.",090743 ***,"Nhà mặt phố, mặt tiền",37 m²,,"213,51 triệu/m²",Đã có sổ,3 phòng,4 phòng,4,,,Nhà nở hậu,,,,,"[257.14, 255.71, 256.41, 250, 262.5, 251.75, 250, 269.23]"
"Nhà Phan Đình Phùng, Quận Phú Nhuận 56m2, 4 tầng giá 7,9 tỷ","7,9 tỷ","141,07 triệu/m²",56 m²,"Đường Phan Đình Phùng, Phường 1, Quận Phú Nhuận, Tp Hồ Chí Minh (Phường Cầu Kiệu, TP Hồ Chí Minh mới)","Bán nhà gần Cầu Kiệu Quận 1, Đường Phan Đình Phùng Phường 1 Quận Phú Nhuận 

Diện tích công nhận: 56m2 
Kết cấu: 1 trệt 2 lầu sân thượng 4 phòng ngủ
Nhà cũ, giá rẻ, đúc bê tông cốt thép chắc chắn 
Sổ hồng riêng hoàn công đủ 

Vị trí tốt, thuận tiện đi lại sang quận 1 quận 3, tân bình và gò vấp 

LH ĐT/zalo: ***",033800 ***,"Nhà ngõ, hẻm",56 m²,,"141,07 triệu/m²",Đã có sổ,4 phòng,3 phòng,4,,,,3.6 m,16 m,,,"[181.77, 181.77, 181.77, 212.57, 119, 119, 119, 145.13, 145.13, 155.73, 155.73, 155.73, 205.19]"
Hạ 2 tỷ nhà HXH 6m Nguyễn Kiệm 4m x 25m 3 tầng cũ tiện xây mới,"16,5 tỷ","168,37 triệu/m²",98 m²,"Đường Nguyễn Kiệm, Phường 3, Quận Phú Nhuận, Tp Hồ Chí Minh (Phường Đức Nhuận, TP Hồ Chí Minh mới)","Nhà mặt tiền kinh doanh hẻm xe hơi 6m Nguyễn Kiệm thông Phan Đăng Lưu, gần ngã 4 Phú Nhuận

Diện tích 4m x 25m (công nhận 98m2), nhà hiện trạng 3 tầng cũ tiện xây sửa mới, Chủ gấp bán đã hạ 2 tỷ

Khu vực hiếm nhà bán, kinh doanh sầm uất. Mặt tiền thông thoáng, buôn bán tấp nập. Tiện vừa ở cho thuê kinh doanh.

Pháp lí chuẩn sổ vuông vứt, giá bán 16.5 tỷ (còn thương lượng nhẹ)",,"Nhà ngõ, hẻm",98 m²,,"168,37 triệu/m²",Đã có sổ,3 phòng,4 phòng,3,Hoàn thiện cơ bản,,Hẻm xe hơi,4 m,25 m,,,[]
PHÚ NHUẬN - MẶT TIỀN NGUYỄN TRỌNG TUYỂN - 75M2 - 3 TẦNG,"16,5 tỷ",220 triệu/m²,75 m²,"Đường Nguyễn Trọng Tuyển, Phường 15, Quận Phú Nhuận, Tp Hồ Chí Minh (Phường Cầu Kiệu, TP Hồ Chí Minh mới)","Vị trí: nhà tọa lạc tại vị trí mặt tiền kinh doanh đắc địa trên đường nguyễn trọng tuyển, phường 15, quận phú nhuận. vị trí chuẩn để vừa ở vừa mở văn phòng công ty hoặc kinh doanh đa ngành nghề. giao thông cực kỳ thuận tiện, tiếp giáp các quận 3, tân bình, bình thạnh, gò vấp và chỉ cách sân bay tầm 6 phút di chuyển.
Diện tích: công nhận 75m2 (ngang 3.1m x dài 24m), diện tích cực đẹp và hoàn toàn không dính lộ giới.
Kết cấu và Công năng: nhà kết cấu 3 tầng btct gồm 1 trệt 2 lầu, có phòng thờ, 3 phòng ngủ, 2 wc và sân đậu xe rộng rãi. nhà một đời chủ từ xưa đến nay chưa qua đầu tư.
Pháp lý: Sổ hồng riêng, hoàn công đầy đủ. Pháp lý chuẩn.
Liên hệ: *** - mr quốc đại để xem nhà và nhận tư vấn giải pháp tài chính, sở hữu nhà trung tâm miễn phí.",090133 ***,"Nhà mặt phố, mặt tiền",75 m²,,220 triệu/m²,Đã có sổ,3 phòng,2 phòng,3,,,,3.1 m,24 m,,,[]
"Ngay bờ kè Trường Sa sát mặt tiền CC bán nhà 2 tầng 35m2_ chỉ 4,9 tỉTL","4,9 tỷ",140 triệu/m²,35 m²,"Đường Phan Đình Phùng, Phường 2, Quận Phú Nhuận, Tp Hồ Chí Minh (Phường Cầu Kiệu, TP Hồ Chí Minh mới)","Hẻm 1/ đi bộ ra bờ kè Trường Sa xung quanh nhiều tiện ích : chợ, trường, siêu thị, bệnh viện, ủy ban thuận tiện di chuyển các quận trung tâm 
Kết cấu trệt lầu chắc chắn gồm 3 ngủ , 2wc, phòng khách, bếp , gia chủ tặng lại nội thất, khách về ở ngay ,cho thuê đều rất phù hợp 
Sổ hồng riêng hoàn công đủ, k quy hoạch , nhà hiếm diện tích lớn mà giá hạt dẻ, khách nhanh tay kẻo bỏ lỡ cơ hội 
Lh ngay *** em Mến để xem nhà và trao đổi trực tiếp chính chủ",098296 ***,"Nhà ngõ, hẻm",35 m²,,140 triệu/m²,Đã có sổ,3 phòng,2 phòng,2,Nội thất đầy đủ,,Nhà nở hậu,3.5 m,10 m,,,"[147.76, 147.76, 147.76, 147.76, 147.76, 147.76, 147.76, 147.76, 147.76, 147.76, 147.76, 147.76, 147.76]"
MẶT TIỀN NGUYỄN TRỌNG TUYỄN 8 ty 750 32M2,"8,75 tỷ","273,44 triệu/m²",32 m²,"Đường Nguyễn Trọng Tuyển, Phường 15, Quận Phú Nhuận, Tp Hồ Chí Minh (Phường Cầu Kiệu, TP Hồ Chí Minh mới)","• Ngang 3,4m x Dài 9,6m• Trệt, 2 Lầu (2 Phòng Ngủ, 3 WC)• Gần: chợ Phú Nhuận, Ngã Tư Phú NhuậnNguyễn Văn Trỗi, BV, Trường Học, Sân Bay",098460 ***,"Nhà mặt phố, mặt tiền",32 m²,,"273,44 triệu/m²",Đã có sổ,2 phòng,3 phòng,2,,,,3.4 m,9.6 m,,,[]
"NHÀ SỔ RIÊNG HOÀN CÔNG - TRẦN CAO VÂN, PHÚ NHUẬN-Giá 7,66 Tỷ/ 4.7x14.7","7,66 tỷ","109,43 triệu/m²",70 m²,"Đường Trần Cao Vân, Phường 11, Quận Phú Nhuận, Tp Hồ Chí Minh (Phường Phú Nhuận, TP Hồ Chí Minh mới)","NHÀ CÓ SỔ HOÀN CÔNG CHÍNH CHỦ BÁN - ĐỊA CHỈ: TRẦN CAO VÂN - PHƯỜNG 11 - PHÚ NHUẬN
- Nhà mới xây trang bị đầy đủ nội thất ở ngay hoặc khai thác dòng tiền
* Diện tích: 4.7 x 14.7 - 70m2 đủ
- Thiết kế hiện đại: trệt lửng 2 lầu. Công năng: phòng khách, bếp, 3 phòng, 5wc, chổ đậu xe
- Giá chỉ 7 tỷ 660 triệu - sổ hồng công chứng
LIÊN HỆ hotline Phát Tiền hổ trợ chi tiết căn nhà",,"Nhà ngõ, hẻm",70 m²,,"109,43 triệu/m²",Đã có sổ,3 phòng,5 phòng,4,Nội thất cao cấp,,Nhà nở hậu,4.7 m,14.7 m,,,"[153.22, 153.22, 151.74, 157.62, 157.62, 168.18, 146.15, 215, 153.73, 153.73, 153.73, 153.73, 153.73]"
"Bán nhà 3 tầng Bùi Văn Thêm, Phú Nhuận,gần công viên Gia Định,hơn 7tỷ","7,85 tỷ","206,58 triệu/m²",38 m²,"Đường Bùi Văn Thêm, Phường 5, Quận Phú Nhuận, Tp Hồ Chí Minh (Phường Đức Nhuận, TP Hồ Chí Minh mới)","Bán nhà 3 tầng Bùi Văn Thêm, Phú Nhuận – gần công viên Gia Định,hơn 7 tỷ
Bán nhà trung tâm Phú Nhuận, vị trí đẹp, hẻm đồng bộ, an ninh.
Diện tích 38m², kết cấu 1 trệt 2 lầu BTCT gồm 3 phòng ngủ, 4 WC.
Nhà gần sân bay Tân Sơn Nhất, ngay công viên Gia Định
Kết nối nhanh Hoàng Minh Giám – Nguyễn Kiệm – Thích Quảng Đức – Phạm Văn Đồng.
Pháp lý: sổ hồng riêng, công chứng ngay.
Mua bán nhà đất quận Phú Nhuận giá rẻ
bán nhà Gò Vấp",,"Nhà ngõ, hẻm",38 m²,,"206,58 triệu/m²",Đã có sổ,3 phòng,,,,,Hẻm xe hơi,,,,,"[164.05, 148.17, 148.17, 165.36, 178.99, 162.5, 166.82, 166, 155.5, 155.5, 161.25, 161.25, 161.25]"
"BÁN NHÀ MẶT TIỀN THỤT LÊ VĂN SỸ – PHÚ NHUẬN chỉ 9,6 tỷ","9,6 tỷ",192 triệu/m²,50 m²,"Đường Lê Văn Sỹ, Phường 11, Quận Phú Nhuận, Tp Hồ Chí Minh (Phường Phú Nhuận, TP Hồ Chí Minh mới)","Diện tích: 4 x 12,5m
DTCN: 50m² 
 Hiện trạng: sàn BTCT, 4pn, 5wc, sau mặt tiền chỉ 1 căn
 Phù hợp: đầu tư giữ tiền, cho thuê, kinh doanh, hoặc làm văn phòng

💵 Giá rao: 9,6 tỷ thương lượng ib e gửi thông tin",033853 ***,"Nhà ngõ, hẻm",50 m²,,192 triệu/m²,Đã có sổ,5 phòng,5 phòng,2,Nội thất cao cấp,,,4 m,12.5 m,,,"[153.22, 153.22, 151.74, 157.62, 157.62, 168.18, 146.15, 215, 153.73, 153.73, 153.73, 153.73, 153.73]"
Khu ẩm thực Phan Xích Long - Sổ đẹp vuông vức,"4,6 tỷ","255,56 triệu/m²",18 m²,"Đường Phùng Văn Cung, Phường 7, Quận Phú Nhuận, Tp Hồ Chí Minh (Phường Cầu Kiệu, TP Hồ Chí Minh mới)","Kết cấu: 1 trệt, 3 lầu. BTCT+ Nhà mới đẹp với 3PN 2WC.+ Hẻm ba gác, cách HXT 30m.+ Sổ đẹp vuông vức, hoàn công đầy đủ",098337 ***,"Nhà ngõ, hẻm",18 m²,,"255,56 triệu/m²",Đã có sổ,3 phòng,,,,,,,,,,"[246.19, 146.25, 146.25, 146.25, 146.25, 146.25, 146.25, 146.25, 146.25, 146.25, 146.25, 246.19, 246.19]"
"NHÀ MỚI 3 TẦNG DT: 36M2 TẶNG NỘI THẤT BÙI VĂN THÊM , P9, PN, GIÁ :7TY9","7,9 tỷ","219,44 triệu/m²",36 m²,"Đường Bùi Văn Thêm, Phường 9, Quận Phú Nhuận, Tp Hồ Chí Minh (Phường Đức Nhuận, TP Hồ Chí Minh mới)","🔥MẶT TIỀN THỤT 4 TẦNG - KHU DÂN TRÍ CAO - NGAY CÔNG VIÊN GIA ĐỊNH, SÂN BAY TSN- BÙI VĂN THÊM, P9, PN
🍀Mô tả: 
_ Kết cấu : 1 trệt 2 lầu BTCT_ Công năng : 3 phòng ngủ, 4 WC
- Dt: 36m2
- Giá: 7 tỷ 9 ( còn thương lượng)
_ Hẻm đồng bộ lót gạch sạch đẹp, khu dân trí cao, vài bước ra mặt tiền sầm uất
._ Trung tâm Phú Nhuận, gần sân bay, công viên Gia Định. Gần các tuyến Hoàng Văn Thụ, Hoàng Minh Giám, Đào Duy Anh, Phổ Quang,....
Alo em Vân mở cửa xem nhà
TH41E",090902 ***,"Nhà ngõ, hẻm",36 m²,,"219,44 triệu/m²",Đã có sổ,3 phòng,4 phòng,3,Nội thất cao cấp,,Hẻm xe hơi,,,,,"[151.28, 160.14, 160.14, 174.11, 174.11, 120.31, 180.69, 180.69, 165.12, 211.88, 211.88, 211.88, 211.88]"
NHÀ NGANG 9M 4 TẦNG BTCT HXH SÁT MẶT TIỀN CV GIA ĐỊNH - NHỈNH 7 TỶ,"7,9 tỷ","219,44 triệu/m²",36 m²,"Đường Bùi Văn Thêm, Phường 9, Quận Phú Nhuận, Tp Hồ Chí Minh (Phường Đức Nhuận, TP Hồ Chí Minh mới)","CHÍNH CHỦ BÁN NHÀ NGANG 9M 4 TẦNG BTCT HXH SÁT MẶT TIỀN CÔNG VIÊN GIA ĐỊNH - PHÚ NHUẬN - NHỈNH 7 TỶ 💥💥💥
---------------------------------------------------------
📍 Địa Chỉ: Bùi Văn Thêm, Phường 9, Quận Phú Nhuận
🗺 Tiện ích vị trí:
✅ Full nội thất mới tinh
✅ Nhà bề ngang lớn
✅ Hẻm oto tới nhà, sau lưng nhà mặt tiền
✅ Sát Sân Bay, Công Viên Gia Định, tiện ích xung quanh chợ trường hoc siêu thị đầy đủ
🎁 Quà tặng: Full nội thất
📐 Diện tích: 9 x 5
🏠 Công nhận: 37m² - Sàn: 111m²
🏗 Kết cấu: 4 tầng - 3PN 4WC
🌅 Hướng nhà: Đông Nam
🛠 Công năng: Để ở hoặc cho thuê
📄 Pháp lý: Sổ đẹp hoàn công đủ công chứng giao nhà ngay
💰 Giá bán: 7,9 Tỷ TL",093406 ***,Nhà phố liền kề,36 m²,,"219,44 triệu/m²",Đã có sổ,3 phòng,,,,,Hẻm xe hơi,,,,,[]
NGAY BỜ KÈ HOÀNG SA - HẺM THÔNG PHAN ĐÌNH PHÙNG - GIÁP QUẬN 1 - TOÀ CH,"9,4 tỷ","218,60 triệu/m²",43 m²,"96, Đường Phan Đình Phùng, Phường 2, Quận Phú Nhuận, Tp Hồ Chí Minh (Phường Cầu Kiệu, TP Hồ Chí Minh mới)","🌻  Diện tích 43m2 (3.2x14) sử dụng, công nhận 37m. Tổng 6 phòng full nội thất kép kín.  Kết Cấu: 4 tầng lầu + sân thượng chill
🌻 Ngay ngã Bờ Kè Hoàng Sa - Chợ Cao Thắng Giáp Bên Cầu Kiệu về Quận 1 Chỉ 5 Phút Cách Sân Bay Chỉ 3km, Khu Phố Ẩm Thực Phan Xích Long chỉ 500m, đi mọi ngả đều thuận tiện.
🌻  Toà nhà gồm 6 CHDV, trang bị full nội thất mới 100% gồm: máy lạnh, giường, Tủ Quần Áo.... ( nội thất để lại 100% cho bên mua)
🌻 Khai thác vận hành lên đến: 50/tháng. Sổ hoàn công đủ, Vuông A4.",,"Nhà ngõ, hẻm",43 m²,,"218,60 triệu/m²",Đã có sổ,6 phòng,,,Nội thất đầy đủ,,,3.2 m,14 m,,,"[147.76, 147.76, 147.76, 147.76, 147.76, 147.76, 147.76, 147.76, 147.76, 147.76, 147.76, 147.76, 147.76]"
BÁN NHÀ MỚI HXH PHAN XÍCH LONG PHÚ NHUẬN – 5 TẦNG – 4PN 6WC – 8.99 TỶ,"8,99 tỷ","179,80 triệu/m²",50 m²,"Đường Phan Xích Long, Phường 3, Quận Phú Nhuận, Tp Hồ Chí Minh (Phường Đức Nhuận, TP Hồ Chí Minh mới)","BÁN NHÀ MỚI HXH PHAN XÍCH LONG PHÚ NHUẬN – 5 TẦNG – 4PN 6WC – 8.99 TỶ

📍 Phan Xích Long, Phú Nhuận – khu sầm uất đắt giá bật nhất.
📐 Diện tích ~50m² (3.3mx15m) nở hậu
🏗 Kết cấu 1 trệt + 3 lầu + sân thượng
🛏 4 phòng ngủ – 6 WC – phòng thờ – giặt phơi riêng
🌿 2 sân thượng trước sau, ban công thoáng
🚶 Hẻm 3m thông, cách hẻm xe hơi ~20m, đi Q1 – Q3 – sân bay thuận tiện

💰 Giá: 8.99 tỷ – thương lượng

👉 Quan tâm gọi em Bến dẫn xem nhà – căn hiếm Phan Xích Long.
📲 Em Bến Nhà Phố – ***",087768 ***,"Nhà ngõ, hẻm",50 m²,200 m²,"179,80 triệu/m²",Đã có sổ,4 phòng,6 phòng,5,,,Hẻm xe hơi,3.3 m,15 m,,,"[200, 195.62, 195.62, 228.05, 221.13, 221.13, 170.09, 170.09, 170.09, 170.09, 143.28, 191.28, 191.28]"
NHÀ MỚI - HXH - CÁCH MT 1 CĂN 7ty950 THÍCH QUẢNG ĐỨC,"7,95 tỷ",265 triệu/m²,30 m²,"Đường Thích Quảng Đức, Phường 5, Quận Phú Nhuận, Tp Hồ Chí Minh (Phường Đức Nhuận, TP Hồ Chí Minh mới)","Kết cấu: 1 trệt, lửng, 3 lầu. Sân thượng. 
+ Nhà mới với 3PN 4WC. Nội thất xinh xắn. Ban công thoáng mát. 
+ HXH. Cách MT 1 căn. + Dân trí an ninh. Sạch sẽ. 
+ Sổ hoàn công đầy đủ.",098460 ***,"Nhà ngõ, hẻm",30 m²,,265 triệu/m²,Đã có sổ,3 phòng,4 phòng,3,,,Hẻm xe hơi,3.1 m,10 m,,,"[189.76, 142.5, 170.28, 180.81, 180.81, 180.56, 145.79, 166, 157.92, 173.54, 179.77, 175, 190.35]"
MT NGUYỄN TRỌNG TUYỂN -32m - NHỈNH 8 Tỷ,"8,75 tỷ","273,44 triệu/m²",32 m²,"Đường Nguyễn Trọng Tuyển, Phường 15, Quận Phú Nhuận, Tp Hồ Chí Minh (Phường Cầu Kiệu, TP Hồ Chí Minh mới)","Dt 32m
Kết cấu 1 trệt 2 lầu
2 PN 3Wc",090205 ***,"Nhà mặt phố, mặt tiền",32 m²,,"273,44 triệu/m²",Đã có sổ,2 phòng,3 phòng,3,,,,3.4 m,9.6 m,A97,,[]
Phan Đình Phùng – Phú Nhuận • Lô góc 2 mặt tiền hẻm – đầy ánh sáng,"6,45 tỷ","143,33 triệu/m²",45 m²,"Đường Phan Đình Phùng, Phường 1, Quận Phú Nhuận, Tp Hồ Chí Minh (Phường Cầu Kiệu, TP Hồ Chí Minh mới)","Có những căn nhà không cần khoe mẽ…
Chỉ cần đúng vị trí – đúng cảm giác – đúng mức giá là người hiểu sẽ dừng lại đọc 👀
🌿 Phan Đình Phùng – Phú Nhuận
• Lô góc 2 mặt tiền hẻm, trước nhà 3m – thoáng gió, đầy ánh sáng
• Chỉ vài bước ra hẻm xe tải, kết nối nhanh Phú Nhuận – Q1 – Q3
• Diện tích 45m² (4.5x 10), sổ vuông vức
• Trệt + lầu, 2PN – 2WC
• Nhà cũ rất hợp cải tạo hoặc xây mới theo gu riêng
• Khu dân trí cao, yên tĩnh, không quy hoạch – ở lâu dài cực ổn
💰 Giá chỉ 6.x tỏi – hiếm trong khu Phan Đình Phùng
Có những căn nhà…
Không phải để xem cho vui
Mà để mua rồi ở – sửa rồi gắn bó 🏡
Lh ngay : QUỐC KIỆT NHÀ PHỐ",086526 ***,"Nhà ngõ, hẻm",45 m²,90 m²,"143,33 triệu/m²",Đã có sổ,2 phòng,2 phòng,2,Nội thất đầy đủ,,Hẻm xe hơi,4.5 m,10 m,,,"[181.77, 181.77, 181.77, 212.57, 119, 119, 119, 145.13, 145.13, 155.73, 155.73, 155.73, 205.19]"
LÔ GÓC - HẺM KINH DOANH - TRẦN HUY LIỆU PHÚ NHUẬN - CHỈ 12 TỶ,"12,5 tỷ","245,10 triệu/m²",51 m²,"Đường Trần Huy Liệu, Phường 11, Quận Phú Nhuận, Tp Hồ Chí Minh (Phường Phú Nhuận, TP Hồ Chí Minh mới)","🔥 LÔ GÓC – HẺM KINH DOANH 1 TRỤC – TRẦN HUY LIỆU, PHÚ NHUẬN – CHỈ 12,5 TỶ 🔥
📐 Diện tích: 4,5 x11M (nở hậu, lô góc cực thoáng)
🏗 Kết cấu: 1 trệt – 1 lầu – 1 lửng | 2 WC
🏪 Hiện trạng: Nhà đang cho thuê 26 triệu/tháng
✨ Ưu điểm nổi bật:
Hẻm kinh doanh 1 trục, cách mặt tiền chỉ vài bước chân
Lô góc thoáng sáng, vị trí cực đẹp
Phù hợp mua cho thuê – tích sản – cải tạo xây mới
Khu dân cư sầm uất, nhu cầu thuê cao
📍 Vị trí: Trần Huy Liệu – Phú Nhuận
👉 Gần chợ, trường học, Phan Đình Phùng – Huỳnh Văn Bánh – Nguyễn Văn Trỗi
📜 Pháp lý: Sổ hồng riêng – hoàn công đầy đủ 
💰 Giá chào: 12,5 TỶ (thương lượng chính chủ)
📞 Liên hệ ngay *** Hương xem nhà",,"Nhà ngõ, hẻm",51 m²,51 m²,"245,10 triệu/m²",Đã có sổ,2 phòng,2 phòng,2,Nội thất đầy đủ,,Hẻm xe hơi,4.5 m,11 m,,,"[153.22, 153.22, 151.74, 157.62, 157.62, 168.18, 146.15, 215, 153.73, 153.73, 153.73, 153.73, 153.73]"
HẺM 6M KINH DOANH - KHU PHAN XÍCH LONG PHÚ NHUẬN - 2 MẶT HẺM TRƯỚC SAU,"12,3 tỷ","201,64 triệu/m²",61 m²,"Đường Cô Bắc, Phường 1, Quận Phú Nhuận, Tp Hồ Chí Minh (Phường Cầu Kiệu, TP Hồ Chí Minh mới)","Mô tả:
+ Vị trí: cực hiếm nhà bán, giáp Q1, khu Phan Xích Long, Đ. Cô Bắc, Phường 1, Phú Nhuận.
+ Diện tích: Công nhận 60.2m2 (3.3m nở hậu 4m dàu 17m ) nhà nở hậu từ từ về sau rất đẹp.
+ Kết cấu: Trệt, lầu, sân thượng; khách, bếp, 2 PN, 2 sân thượng trước sau.
+ Nhà chính chủ từ năm 1980, thích hợp cải tạo lại sử dụng tiếp hoặc xây mới cao tầng.
+ Hẻm như mặt tiền, trải nhựa chuẩn 6m, ô toi tránh, ngủ ngon trong nhà.
+ 2 mặt hẻm trước sau, hẻm sau xe máy tránh.
+ Thông Phan Xích Long, gần quận 1, phù hợp xây toà nhà cho thuê hoặc kinh doanh đa ngành.
+ sổ sạch, pháp lý chuẩn, hoàn công đủ, công chứng ngay.",,"Nhà ngõ, hẻm",61 m²,,"201,64 triệu/m²",Đã có sổ,2 phòng,2 phòng,3,Hoàn thiện cơ bản,,Hẻm xe hơi,3.7 m,17 m,,,"[201.52, 201.52, 201.52, 201.52, 201.52, 201.52, 201.52, 201.52, 207.5, 207.5, 207.5, 183.17, 183.17]"
",MẶT TIỀN MINI PHÙNG VĂN CUNG - NGAY PHỐ ẨM THỰC PHAN XÍCH LONG","5,8 tỷ","362,50 triệu/m²",16 m²,"48 , Đường Phùng Văn Cung, Phường 7, Quận Phú Nhuận, Tp Hồ Chí Minh (Phường Cầu Kiệu, TP Hồ Chí Minh mới)","Vị trí Mặt tiền VIP Phú Nhuận - Cách trung tâm 5 phút - Phố Ẩm thực Phan Xích Long - Bệnh viện Hoàn Mỹ... cách sân bay 10 phút. ,
+ Mặt tiền đường tuy diện tích bé nhưng vị trí sát Phan Xích Long tiện Buôn bán Kinh doanh dịch vụ Ẩm thực.,
+ Chính chủ lâu đời xây 4 Tầng kiên cố, 3 Phòng ngủ 3 WC. Nhà mới đẹp ở ngay. 
+ Sổ hồng vuông đẹp - nở hậu nhẹ - hoàn công đủ, không lỗi phong thuỷ, công chứng ngay.,",098460 ***,"Nhà mặt phố, mặt tiền",16 m²,16 m²,"362,50 triệu/m²",Đã có sổ,3 phòng,3 phòng,4,,,Nhà nở hậu,3.4 m,4.9 m,,,[]
HIẾM - PHAN ĐÌNH PHÙNG - HẺM XE HƠI - FULL NỘI THẤT - 26M2 - 2 TẦNG -,"4,3 tỷ",172 triệu/m²,25 m²,"270, Đường Phan Đình Phùng, Phường 1, Quận Phú Nhuận, Tp Hồ Chí Minh (Phường Cầu Kiệu, TP Hồ Chí Minh mới)","👉 Diện tích: 25m2 (2.7 x11.5). Nở hậu tài lộc.👉 Hiện trạng: 1 trệt, 1 lầu. Gồm phòng khách, bếp, phòng ngủ, 2wc. Full nội thất gồm tủ lạnh, máy giặt, 2máy lạnh Panasonic, máy nước nóng nắng lượng mặt trời, tivi,...
👉 Trung tâm Phú Nhuận, hẻm xe hơi, thông Đoàn Thị Điễm.",098460 ***,"Nhà ngõ, hẻm",25 m²,,172 triệu/m²,Đã có sổ,1 phòng,2 phòng,,,,,2.7 m,11.5 m,,,"[181.77, 181.77, 181.77, 212.57, 119, 119, 119, 145.13, 145.13, 155.73, 155.73, 155.73, 205.19]"
"Phú Nhuận, 48m², 2Tầng. Hẻm xe hơi khu dân trí","7,5 tỷ","156,25 triệu/m²",48 m²,"Đường Hồ Biểu Chánh, Phường 11, Quận Phú Nhuận, Tp Hồ Chí Minh (Phường Phú Nhuận, TP Hồ Chí Minh mới)","🔹Nhà thiết kế 1 trệt 1 lầu: chỗ để xe, phòng khách, bếp, 3 phòng ngủ, 3 WC. Rộng - thoáng.
🔹 Hẻm xe hơi tránh, thông tứ tung, ô tô 7 chỗ ngủ trong nhà. Khu vực an ninh giáp trung tâm Q3
🔹 Sổ pháp lý sạch, hoàn công đủ, chủ hỗ trợ vay ngân hàng.",0909117839,"Nhà ngõ, hẻm",48 m²,,"156,25 triệu/m²",Đã có sổ,3 phòng,3 phòng,2,,,,,,,,"[155.74, 155.74, 155.74, 155.74, 155.74, 155.74, 128.71, 128.71, 128.71, 128.71, 128.71, 128.71, 128.71]"
MẶT TIỀN KINH DOANH THÍCH QUẢNG ĐỨC PHÚ NHUẬN - 2 CHIỀU - CHO THUÊ 30T,"13,5 tỷ","214,29 triệu/m²",63 m²,"Đường Thích Quảng Đức, Phường 5, Quận Phú Nhuận, Tp Hồ Chí Minh (Phường Đức Nhuận, TP Hồ Chí Minh mới)","Mô tả:+ Vị trí: Mặt tiền Thích Quảng Đức P.5 Phú Nhuận, khu kinh doanh sầm uất ngày đêm. Giáp Phan Đăng Lưu, Phan Xích Long, thuận tiện kinh doanh đa ngành (Spa, Nails, Hairs Salon, Shop thời trang, Trạm sạc, Trà sữa…).+ 
+ Diện tích: Khuôn đất 63m² (4x16) sổ A4.
Kết cấu: 2 tầng BTCT. Gồm 3PN, 2WC, mặt bằng kinh doanh cực rộng rãi
.+ Lợi thế 2 mặt tiền, hẻm hông 5m rộng rãi, đậu xe thoải mái.
Phù hợp vừa ở vừa kinh doanh, hoặc cho thuê giữ tiền. Dòng tiền cho thuê 30 triệu/ tháng.+ Pháp lý: Sổ hồng riêng, hoàn công đủ, công chứng ngay.+ Giá: 13.5 tỷ thương lượng.",,"Nhà mặt phố, mặt tiền",63 m²,,"214,29 triệu/m²",Đã có sổ,3 phòng,2 phòng,,,,,4 m,16 m,,,[]
NHÀ 4 TẦNG BTCT - HẺM PHAN ĐÌNH PHÙNG - GIÁP SÂN BAY - SỔ RIÊNG,"8,9 tỷ","211,90 triệu/m²",42 m²,"Đường Phan Đình Phùng, Phường 1, Quận Phú Nhuận, Tp Hồ Chí Minh (Phường Cầu Kiệu, TP Hồ Chí Minh mới)","- DT: 42m2 | 1 trệt - 2 lầu - 1 sân thượng | sổ riêng
- Hẻm ba gác thông thoáng, sát mặt tiền Phan Đình Phùng
- Vị trí: gần CĐ Đối Ngoại, giáp Sân bay,... tiện ích đầy đủ không thiếu gì",077767 ***,"Nhà ngõ, hẻm",42 m²,,"211,90 triệu/m²",Đã có sổ,4 phòng,,4,,,,,,,,"[181.77, 181.77, 181.77, 212.57, 119, 119, 119, 145.13, 145.13, 155.73, 155.73, 155.73, 205.19]"
